rho_geo_truth,rho_geo_name,rho_truth_name,partial_geo_name_given_truth,partial_geo_truth_given_name,rho_geo_difftoken,partial_geo_difftoken_given_truth,partial_geo_truth_given_difftoken,layer
0.0802876267044696,0.35276703323070036,0.1436321247059551,0.34592718228245045,0.031985596543023694,0.40862505056669624,0.40219683579673604,-0.01515123809202853,0
0.12920590517265118,0.4836674240680415,0.1436321247059551,0.4739552777579985,0.06896484135755204,0.4006023489016039,0.3843471128433681,0.041823941888879675,1
0.22578434698551378,0.4481061229111327,0.1436321247059551,0.4311653301610293,0.1824572600074938,0.3911287395233254,0.35786899661307925,0.15187859470728776,2
0.2535442654425535,0.4178941781721429,0.1436321247059551,0.3984953173254945,0.21524466350882557,0.3826270884070754,0.34461054846361305,0.18433094644080247,3
0.3320801863341934,0.3340373538557133,0.1436321247059551,0.3067476698058562,0.30457309207643424,0.3747372424584113,0.32518628690940804,0.27272486608386537,4
0.3745001381450294,0.2745603398134199,0.1436321247059551,0.24059182888309535,0.35210658859969973,0.3593726164788926,0.30299804619208126,0.3215361814942074,5
0.34273066845998146,0.2784594146613014,0.1436321247059551,0.2465677543811478,0.31850433803635125,0.3565390256767801,0.30393311975395304,0.2869411621992971,6
0.3355852784028618,0.2890502375604573,0.1436321247059551,0.2583549558800538,0.31039919903887153,0.35783829688385,0.30630691190485826,0.2789040967614846,7
0.33186182563334604,0.2713377194167051,0.1436321247059551,0.23959345694988934,0.30749362223489396,0.3521592592517318,0.30062407223821835,0.275604360586456,8
0.31296671915287644,0.3313560512100123,0.1436321247059551,0.3047122681903313,0.2842100134227671,0.3576283376368048,0.30919235318867117,0.2540489397324167,9
0.288724268848788,0.34105727734520896,0.1436321247059551,0.3161920120498234,0.2577004020052538,0.3556851817863403,0.3106055169625169,0.22768785188858695,10
0.277781694354257,0.36153885978772404,0.1436321247059551,0.33832553264694243,0.24477690746893746,0.3591989073004348,0.3160033689313283,0.21508209413929638,11
0.2746426426665895,0.37800140731723375,0.1436321247059551,0.35578221416493555,0.24050226779243047,0.3629466582258593,0.32048081763552166,0.2110079343947007,12
0.26107655487242926,0.3846637632733915,0.1436321247059551,0.3634058024317545,0.22531986573379095,0.37204014024917403,0.3322194889492841,0.19449988049586123,13
0.18591909976829232,0.4533091038898048,0.1436321247059551,0.4387240286836933,0.1369548047352334,0.38355715711714483,0.35646022384005444,0.1089382229222301,14
0.13827032359048175,0.4697499527032283,0.1436321247059551,0.45901264293756444,0.08103871368740055,0.3913286001620277,0.3730442556607759,0.0541373917769185,15
0.20679499295893458,0.44172614187429565,0.1436321247059551,0.42553903794770037,0.1614566964312776,0.38960447919159813,0.35930439387219787,0.13097850576576087,16
0.22955872452234946,0.4288376131457276,0.1436321247059551,0.41098881702178747,0.1878759851817393,0.3876940454549878,0.3536537760876815,0.15672444526193086,17
0.22850430498916194,0.39943517811408696,0.1436321247059551,0.38052336399242426,0.18862663057468482,0.3868879404399381,0.3529682412053756,0.1556981443318758,18
0.2614898419376341,0.389241920767301,0.1436321247059551,0.36817866476748157,0.22552183557386843,0.3876532051088116,0.3487762324884732,0.1923209913250456,19
0.26411596131902204,0.3970193809416464,0.1436321247059551,0.3762048239866334,0.22800031454492511,0.3857797690020649,0.346397469031045,0.19556032549590607,20
0.24672038296003915,0.40462797072393,0.1436321247059551,0.38495955904005164,0.20840106174007847,0.38768205827559443,0.35100256590132817,0.17585453703675627,21
0.2732403415632914,0.3780214581474581,0.1436321247059551,0.35586712258451764,0.23897068462416898,0.38596457353409613,0.3452755803702684,0.20569131848745112,22
0.2801024518004214,0.36841640596425596,0.1436321247059551,0.3454516377013619,0.24693559206013893,0.38424580351534343,0.3424617713018976,0.2136067381440761,23
0.27372608388275055,0.3687440956507777,0.1436321247059551,0.34609810393503126,0.23998730007991498,0.38329191782583216,0.3423511860496987,0.20666568618702238,24
0.2755080528706745,0.37211589811142964,0.1436321247059551,0.34955659065097816,0.24174769248698513,0.38157284615860326,0.3402582107732264,0.2089256318771521,25
0.28082360025839626,0.36762028046216294,0.1436321247059551,0.344580230478044,0.24775974385044386,0.38118338087040254,0.3390815862806412,0.21489582896910842,26
0.2848585327367983,0.36763956782704527,0.1436321247059551,0.344417346029787,0.252143009310577,0.3801523523068395,0.3374052340882767,0.21954196021054326,27
0.2972975881049036,0.3557683324885117,0.1436321247059551,0.3313280441696951,0.2661932757521547,0.37635490835914254,0.33158557632348623,0.23393452671726567,28
0.27379074801971964,0.3700850318858087,0.1436321247059551,0.34750378690580014,0.23998584880456797,0.37137125827234896,0.32960798819265474,0.2086823265305921,29
0.2734537849219261,0.36360671379985954,0.1436321247059551,0.3407144107138694,0.23997153513588546,0.3665161490422824,0.32447189862599374,0.20910795952120484,30
0.2568714394942442,0.35086514023355514,0.1436321247059551,0.3282748396892283,0.22280381300271943,0.3509554395648673,0.3104428967836159,0.19349533702462307,31
